Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sale_TestSuite,Chrome 76.0.3809.100,,,2019-11-01 08:42:40,2019-11-01 08:50:14,7m - 33.995s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/Sale/VPOS_Sale_Transaction_ECommerce_No_AdditionalPrompting,Chrome 76.0.3809.100,,,2019-11-01 08:42:40,2019-11-01 08:43:45,1m - 4.649s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.100,,,2019-11-01 08:42:41,2019-11-01 08:42:41,0.111s,PASSED
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 08:42:42,2019-11-01 08:42:56,14.403s,PASSED
"pages.Login.login(uName, password)",Chrome 76.0.3809.100,,,2019-11-01 08:42:56,2019-11-01 08:43:02,5.899s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_SendCode""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 08:43:02,2019-11-01 08:43:05,2.989s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_FirstView""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 08:43:05,2019-11-01 08:43:11,5.732s,PASSED
"switchToWindowTitle(""Transcenter - VPOS"")",Chrome 76.0.3809.100,,,2019-11-01 08:43:11,2019-11-01 08:43:16,4.961s,PASSED
delay(delayForElement),Chrome 76.0.3809.100,,,2019-11-01 08:43:16,2019-11-01 08:43:22,6.013s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(""Sale"", ""Manually Keyed"", delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 08:43:22,2019-11-01 08:43:22,0.147s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/input_Amount""), PageLoadTime)",Chrome 76.0.3809.100,Scroll down to Element inputAmount,,2019-11-01 08:43:22,2019-11-01 08:43:22,0.195s,PASSED
"utilities.SafeActions.safeTypeUsingJavascript(findTestObject(""Pages/Sale/input_Amount""), amount)",Chrome 76.0.3809.100,,,2019-11-01 08:43:22,2019-11-01 08:43:22,0.142s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-11-01 08:43:22,2019-11-01 08:43:24,2.004s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Amount""), amount, ""Amount field"", [delayForElement])",Chrome 76.0.3809.100,,,2019-11-01 08:43:24,2019-11-01 08:43:25,1.146s,PASSED
"total_Amount = utilities.SafeActions.safeGetText(findTestObject(""Pages/Sale/total_Amount""), PageLoadTime)",Chrome 76.0.3809.100,,,2019-11-01 08:43:25,2019-11-01 08:43:26,0.842s,PASSED
