Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sale,Chrome 76.0.3809.100,,,2019-11-01 02:16:46,2019-11-01 02:25:34,8m - 47.567s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/Sale/VPOS_Sale_Transaction_Retail_No_AdditionalPrompting,Chrome 76.0.3809.100,,,2019-11-01 02:16:49,2019-11-01 02:20:24,3m - 34.684s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.100,,,2019-11-01 02:16:52,2019-11-01 02:16:52,0.099s,PASSED
"utilities.SafeActions.openBrowser(Old_URL, [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:16:54,2019-11-01 02:16:54,0.112s,NOT_RUN
delay(delayForElement),Chrome 76.0.3809.100,,,2019-11-01 02:16:54,2019-11-01 02:16:54,0.001s,NOT_RUN
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), RetailAccountOption, ""Select by Value"", [25])",Chrome 76.0.3809.100,,,2019-11-01 02:16:54,2019-11-01 02:16:54,0.003s,NOT_RUN
delay(delayBetweenTestSteps),Chrome 76.0.3809.100,,,2019-11-01 02:16:54,2019-11-01 02:16:54,0.003s,NOT_RUN
"utilities.SafeActions.openBrowser(URL, [delayForElement])",Chrome 76.0.3809.100,,,2019-11-01 02:16:54,2019-11-01 02:17:32,37.922s,PASSED
"pages.Login.login(uName, password)",Chrome 76.0.3809.100,,,2019-11-01 02:17:32,2019-11-01 02:18:13,40.820s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_SendCode""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 02:18:13,2019-11-01 02:18:22,9.211s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_FirstView""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 02:18:22,2019-11-01 02:18:41,19.317s,PASSED
"switchToWindowTitle(""Transcenter - VPOS"")",Chrome 76.0.3809.100,,,2019-11-01 02:18:41,2019-11-01 02:18:50,8.482s,PASSED
delay(delayForElement),Chrome 76.0.3809.100,,,2019-11-01 02:18:50,2019-11-01 02:18:56,6.006s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, entryModeCheckBox, delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:18:56,2019-11-01 02:18:56,0.223s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/input_Amount""), delayBetweenTestSteps)",Chrome 76.0.3809.100,Scroll down to Element inputAmount,,2019-11-01 02:18:56,2019-11-01 02:18:57,0.344s,PASSED
"click(findTestObject(""Pages/Sale/input_Amount""))",Chrome 76.0.3809.100,,,2019-11-01 02:18:57,2019-11-01 02:18:57,0.002s,NOT_RUN
"utilities.SafeActions.safeTypeUsingJavascript(findTestObject(""Pages/Sale/input_Amount""), amountInput)",Chrome 76.0.3809.100,,,2019-11-01 02:18:57,2019-11-01 02:18:57,0.667s,PASSED
"focus(findTestObject(""Pages/Sale/input_Amount""))",Chrome 76.0.3809.100,,,2019-11-01 02:18:57,2019-11-01 02:18:57,0.001s,NOT_RUN
delay(2),Chrome 76.0.3809.100,,,2019-11-01 02:18:57,2019-11-01 02:18:59,2.004s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Amount""), amountInput, ""Amount field"", [delayForElement])",Chrome 76.0.3809.100,,,2019-11-01 02:18:59,2019-11-01 02:19:06,6.610s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/dropDown_ExpirationMonth""), delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:19:06,2019-11-01 02:19:06,0.352s,PASSED
"total_Amount = utilities.SafeActions.safeGetText(findTestObject(""Pages/Sale/total_Amount""), delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:19:06,2019-11-01 02:19:08,2.031s,PASSED
println(total_Amount),Chrome 76.0.3809.100,,,2019-11-01 02:19:08,2019-11-01 02:19:08,0.003s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, cardInformationCheckBox, delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:19:08,2019-11-01 02:19:08,0.094s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_CardNumber""), visaCardNumber, ""Entering Card Number"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:08,2019-11-01 02:19:12,3.941s,PASSED
delay(delayBetweenTestSteps),Chrome 76.0.3809.100,,,2019-11-01 02:19:12,2019-11-01 02:19:15,3.012s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_ExpirationMonth""), cardMonth, ""Enter Month"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:15,2019-11-01 02:19:23,7.371s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_ExpirationYear""), cardYear, ""Select Expiration Year"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:23,2019-11-01 02:19:27,4.052s,PASSED
"utilities.SafeActions.safeClickWithoutScrollOnLabel(findTestObject(""Pages/Sale/label_ExpirationYear""), ""Click on Exp Year label"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:19:27,2019-11-01 02:19:29,2.059s,PASSED
delay(delayBetweenTestSteps),Chrome 76.0.3809.100,,,2019-11-01 02:19:29,2019-11-01 02:19:32,3.003s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_SecurityCode""), securityCode, ""Enter Security code"", [delayForElement])",Chrome 76.0.3809.100,,,2019-11-01 02:19:32,2019-11-01 02:19:32,0.001s,NOT_RUN
"scrollToElement(findTestObject(""Pages/Sale/invoiceNumber""), delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:19:32,2019-11-01 02:19:32,0.704s,PASSED
"invoiceNumber = utilities.SafeActions.safeGetText(findTestObject(""Pages/Sale/invoiceNumber""), delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:19:32,2019-11-01 02:19:34,1.475s,PASSED
println(invoiceNumber),Chrome 76.0.3809.100,,,2019-11-01 02:19:34,2019-11-01 02:19:34,0.000s,PASSED
"utilities.SafeActions.safeClickwithScroll(findTestObject(""Pages/Sale/button_Checkout""), ""Click on Checkout button"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:34,2019-11-01 02:19:39,5.158s,PASSED
"pages.Sale.verifyTransactionCompletePage(findTestObject(""Pages/Sale/heading_TransactionComplete""))",Chrome 76.0.3809.100,,,2019-11-01 02:19:39,2019-11-01 02:19:42,2.403s,PASSED
delay(delayBetweenTestSteps),Chrome 76.0.3809.100,,,2019-11-01 02:19:42,2019-11-01 02:19:45,3.004s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/Sale/button_ReturnToSale""), ""Click on Return To Sale"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:45,2019-11-01 02:19:54,9.575s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/Transaction_Management/tab_TransactionManagement""), ""Transaction Management Tab"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:54,2019-11-01 02:19:58,4.345s,PASSED
"utilities.SafeActions.safeClickwithScroll(findTestObject(""Pages/Transaction_Management/button_Search""), ""Search"", [delayBetweenTestSteps])",Chrome 76.0.3809.100,,,2019-11-01 02:19:58,2019-11-01 02:20:01,2.394s,PASSED
"scrollToElement(findTestObject(""Pages/Transaction_Management/invoice_ForTransaction""), delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:20:01,2019-11-01 02:20:02,0.972s,PASSED
"pages.Transaction_Management.verifyInvoiceRecord(findTestObject(""Pages/Transaction_Management/footer_NextButton""), findTestObject(""Pages/Transaction_Management/page_Number""), invoiceNumber, total_Amount)",Chrome 76.0.3809.100,,,2019-11-01 02:20:02,2019-11-01 02:20:09,7.231s,PASSED
closeBrowser(),Chrome 76.0.3809.100,,,2019-11-01 02:20:09,2019-11-01 02:20:24,14.483s,PASSED
Start listener action : sampleAfterTestCase,Chrome 76.0.3809.100,,,2019-11-01 02:20:24,2019-11-01 02:20:24,0.008s,PASSED
Start listener action : sampleAfterTestCase,Chrome 76.0.3809.100,,,2019-11-01 02:20:24,2019-11-01 02:20:24,0.001s,PASSED
,,,,,,,
Test Cases/FirstView/Sale/VPOS_Sale_Transaction_ECommerce_No_AdditionalPrompting,Chrome 76.0.3809.100,,,2019-11-01 02:20:24,2019-11-01 02:22:44,2m - 20.817s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:25,0.003s,PASSED
"utilities.SafeActions.openBrowser(Old_URL, [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:25,0.004s,NOT_RUN
delay(6),Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:25,0.001s,NOT_RUN
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), ""ranjanatest2 - 888814981372/002 Account Type: Ecommerce"", ""Select by Value"", [25])",Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:25,0.001s,NOT_RUN
delay(3),Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:25,0.001s,NOT_RUN
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:20:25,2019-11-01 02:20:49,23.247s,PASSED
"pages.Login.login(uName, password)",Chrome 76.0.3809.100,,,2019-11-01 02:20:49,2019-11-01 02:20:58,9.204s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_SendCode""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 02:20:58,2019-11-01 02:21:10,11.899s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_FirstView""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-11-01 02:21:10,2019-11-01 02:21:27,17.590s,PASSED
"switchToWindowTitle(""Transcenter - VPOS"")",Chrome 76.0.3809.100,,,2019-11-01 02:21:27,2019-11-01 02:21:41,13.951s,PASSED
delay(delayForElement),Chrome 76.0.3809.100,,,2019-11-01 02:21:41,2019-11-01 02:21:47,6.003s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(""Sale"", ""Manually Keyed"", delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:21:47,2019-11-01 02:21:48,1.085s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/input_Amount""), PageLoadTime)",Chrome 76.0.3809.100,Scroll down to Element inputAmount,,2019-11-01 02:21:48,2019-11-01 02:21:49,0.486s,PASSED
"utilities.SafeActions.safeTypeUsingJavascript(findTestObject(""Pages/Sale/input_Amount""), amount)",Chrome 76.0.3809.100,,,2019-11-01 02:21:49,2019-11-01 02:21:49,0.233s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-11-01 02:21:49,2019-11-01 02:21:51,2.010s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Amount""), amount, ""Amount field"", [delayForElement])",Chrome 76.0.3809.100,,,2019-11-01 02:21:51,2019-11-01 02:21:57,6.315s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Amount""), amount, ""Enter Amount into Amount text box"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:21:57,2019-11-01 02:21:57,0.002s,NOT_RUN
"total_Amount = utilities.SafeActions.safeGetText(findTestObject(""Pages/Sale/total_Amount""), PageLoadTime)",Chrome 76.0.3809.100,,,2019-11-01 02:21:57,2019-11-01 02:22:01,4.027s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/dropDown_ExpirationMonth""), PageLoadTime)",Chrome 76.0.3809.100,,,2019-11-01 02:22:01,2019-11-01 02:22:02,0.970s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(""Sale"", ""Card Not Present"", delayBetweenTestSteps)",Chrome 76.0.3809.100,,,2019-11-01 02:22:02,2019-11-01 02:22:03,0.185s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_CardNumber""), visaCardNumber, ""Entering Card Number"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:03,2019-11-01 02:22:09,6.753s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_ExpirationMonth""), cardMonth, ""Enter Expiration Month"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:09,2019-11-01 02:22:14,4.672s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_ExpirationYear""), cardYear, ""Enter Expiration Year"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:14,2019-11-01 02:22:18,3.732s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/input_CustomerName""), PageLoadTime)",Chrome 76.0.3809.100,,,2019-11-01 02:22:18,2019-11-01 02:22:18,0.149s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_CustomerName""), customerName, ""Enter Customer Name"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:18,2019-11-01 02:22:20,2.060s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Address""), address, ""Enter Address"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:20,2019-11-01 02:22:22,1.624s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_PostalCode""), postalCode, ""Enter Postal Code"", [PageLoadTime])",Chrome 76.0.3809.100,,,2019-11-01 02:22:22,2019-11-01 02:22:24,1.954s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/invoiceNumber""), PageLoadTime)",Chrome 76.0.3809.100,,,2019-11-01 02:22:24,2019-11-01 02:22:24,0.229s,PASSED
