Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sale,Firefox 68.0,,,2019-10-31 11:04:34,2019-10-31 11:16:06,11m - 31.630s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/Sale/VPOS_Sale_Transaction_Retail_No_AdditionalPrompting,Firefox 68.0,,,2019-10-31 11:04:37,2019-10-31 11:06:53,2m - 15.686s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 68.0,,,2019-10-31 11:04:39,2019-10-31 11:04:39,0.031s,PASSED
"utilities.SafeActions.openBrowser(Old_URL, [PageLoadTime])",Firefox 68.0,,,2019-10-31 11:04:42,2019-10-31 11:04:42,0.003s,NOT_RUN
delay(delayForElement),Firefox 68.0,,,2019-10-31 11:04:42,2019-10-31 11:04:42,0.001s,NOT_RUN
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), RetailAccountOption, ""Select by Value"", [25])",Firefox 68.0,,,2019-10-31 11:04:42,2019-10-31 11:04:42,0.002s,NOT_RUN
delay(delayBetweenTestSteps),Firefox 68.0,,,2019-10-31 11:04:42,2019-10-31 11:04:42,0.002s,NOT_RUN
"utilities.SafeActions.openBrowser(URL, [delayForElement])",Firefox 68.0,,,2019-10-31 11:04:42,2019-10-31 11:05:37,55.046s,PASSED
"pages.Login.login(uName, password)",Firefox 68.0,,,2019-10-31 11:05:37,2019-10-31 11:05:43,6.548s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_SendCode""), [:], STOP_ON_FAILURE)",Firefox 68.0,,,2019-10-31 11:05:43,2019-10-31 11:05:48,4.609s,PASSED
"callTestCase(findTestCase(""FirstView/Login/TC_FirstView""), [:], STOP_ON_FAILURE)",Firefox 68.0,,,2019-10-31 11:05:48,2019-10-31 11:05:56,7.846s,PASSED
"switchToWindowTitle(""Transcenter - VPOS"")",Firefox 68.0,,,2019-10-31 11:05:56,2019-10-31 11:06:02,5.841s,PASSED
delay(delayForElement),Firefox 68.0,,,2019-10-31 11:06:02,2019-10-31 11:06:08,6.010s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, entryModeCheckBox, delayBetweenTestSteps)",Firefox 68.0,,,2019-10-31 11:06:08,2019-10-31 11:06:09,1.181s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/input_Amount""), delayBetweenTestSteps)",Firefox 68.0,Scroll down to Element inputAmount,,2019-10-31 11:06:09,2019-10-31 11:06:09,0.439s,PASSED
"click(findTestObject(""Pages/Sale/input_Amount""))",Firefox 68.0,,,2019-10-31 11:06:09,2019-10-31 11:06:09,0.001s,NOT_RUN
"utilities.SafeActions.safeTypeUsingJavascript(findTestObject(""Pages/Sale/input_Amount""), amountInput)",Firefox 68.0,,,2019-10-31 11:06:09,2019-10-31 11:06:10,0.730s,PASSED
"focus(findTestObject(""Pages/Sale/input_Amount""))",Firefox 68.0,,,2019-10-31 11:06:10,2019-10-31 11:06:10,0.001s,NOT_RUN
delay(2),Firefox 68.0,,,2019-10-31 11:06:10,2019-10-31 11:06:12,2.003s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/Sale/input_Amount""), amountInput, ""Amount field"", [delayForElement])",Firefox 68.0,,,2019-10-31 11:06:12,2019-10-31 11:06:14,1.889s,PASSED
"scrollToElement(findTestObject(""Pages/Sale/dropDown_ExpirationMonth""), delayBetweenTestSteps)",Firefox 68.0,,,2019-10-31 11:06:14,2019-10-31 11:06:14,0.113s,PASSED
"total_Amount = utilities.SafeActions.safeGetText(findTestObject(""Pages/Sale/total_Amount""), delayBetweenTestSteps)",Firefox 68.0,,,2019-10-31 11:06:14,2019-10-31 11:06:15,0.884s,PASSED
println(total_Amount),Firefox 68.0,,,2019-10-31 11:06:15,2019-10-31 11:06:15,0.003s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, cardInformationCheckBox, delayBetweenTestSteps)",Firefox 68.0,,,2019-10-31 11:06:15,2019-10-31 11:06:15,0.028s,PASSED
